task,prompt,gt,pred,raw_response,correct,accuracy
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 0",B,B,(B) 1,True,66.73151750972762
Count,"Please answer only the option as (<option>), without any extra explanation.
How many fire hydrants are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0",B,B,(B) 1,True,66.76384839650146
Count,"Please answer only the option as (<option>), without any extra explanation.
How many sinks are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 2",C,C,(C) 1,True,66.79611650485437
Count,"Please answer only the option as (<option>), without any extra explanation.
How many elephants are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 0
(D) 4
(E) 3",B,B,(B) 2,True,66.82832201745877
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 4
(D) 0
(E) 2",(E),(E) 2,(E) 2,False,66.76356589147287
Count,"Please answer only the option as (<option>), without any extra explanation.
How many beds are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 4
(D) 0
(E) 2",B,B,(B) 1,True,66.79574056147143
Count,"Please answer only the option as (<option>), without any extra explanation.
How many dogs are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 0
(D) 2
(E) 3",D,D,(D) 2,True,66.82785299806577
Count,"Please answer only the option as (<option>), without any extra explanation.
How many elephants are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",C,C,(C) 1,True,66.85990338164251
Count,"Please answer only the option as (<option>), without any extra explanation.
How many toasters are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,B,(B) 1,True,66.8918918918919
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,B,(B) 1,True,66.923818707811
Count,"Please answer only the option as (<option>), without any extra explanation.
How many sinks are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 1
(D) 0",C,C,(C) 1,True,66.95568400770713
Count,"Please answer only the option as (<option>), without any extra explanation.
How many laptops are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",C,C,(C) 1,True,66.98748796920115
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 0
(B) 4
(C) 3
(D) 1
(E) 2",(E),(E) 2,(E) 2,False,66.92307692307692
Count,"Please answer only the option as (<option>), without any extra explanation.
How many baseball gloves are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 2
(D) 1",D,D,(D) 1,True,66.95485110470702
Count,"Please answer only the option as (<option>), without any extra explanation.
How many ovens are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1",D,D,(D) 1,True,66.98656429942419
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 2
(D) 1",D,D,(D) 1,True,67.01821668264621
Count,"Please answer only the option as (<option>), without any extra explanation.
How many trucks are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 1",D,D,(D) 1,True,67.04980842911877
Count,"Please answer only the option as (<option>), without any extra explanation.
How many books are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 0
(D) 2",B,B,(B) 1,True,67.08133971291866
Count,"Please answer only the option as (<option>), without any extra explanation.
How many traffic lights are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",C,C,(C) 1,True,67.11281070745699
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1
(E) 5
(F) 4",A,A,(A) 3,True,67.14422158548233
Count,"Please answer only the option as (<option>), without any extra explanation.
How many parking meters are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2",A,A,(A) 1,True,67.17557251908397
Count,"Please answer only the option as (<option>), without any extra explanation.
How many trains are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 1
(D) 0",C,B,(B) 2,False,67.1115347950429
Count,"Please answer only the option as (<option>), without any extra explanation.
How many horses are in the image? Select from the following choices.
(A) 2
(B) 0
(C) 3
(D) 1",D,D,(D) 1,True,67.14285714285714
Count,"Please answer only the option as (<option>), without any extra explanation.
How many horses are in the image? Select from the following choices.
(A) 3
(B) 0
(C) 1
(D) 4
(E) 2",(E),(E) 2,(E) 2,False,67.0789724072312
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",D,D,(D) 1,True,67.11026615969583
Count,"Please answer only the option as (<option>), without any extra explanation.
How many zebras are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2
(E) 4",D,D,(D) 2,True,67.1415004748338
Count,"Please answer only the option as (<option>), without any extra explanation.
How many trains are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2",A,A,(A) 1,True,67.17267552182163
Count,"Please answer only the option as (<option>), without any extra explanation.
How many dogs are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 0
(D) 2",A,A,(A) 1,True,67.20379146919431
Count,"Please answer only the option as (<option>), without any extra explanation.
How many trucks are in the image? Select from the following choices.
(A) 1
(B) 2
(C) 3
(D) 0",A,A,(A) 1,True,67.23484848484848
Count,"Please answer only the option as (<option>), without any extra explanation.
How many spoons are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",D,D,(D) 1,True,67.2658467360454
Count,"Please answer only the option as (<option>), without any extra explanation.
How many bowls are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 1
(D) 0
(E) 2",(E),(E) 2,(E) 2,False,67.20226843100188
Count,"Please answer only the option as (<option>), without any extra explanation.
How many dogs are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,A,(A) 1,True,67.233238904627
Count,"Please answer only the option as (<option>), without any extra explanation.
How many bottles are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 4
(D) 1
(E) 0",B,D,(D) 1,False,67.16981132075472
Count,"Please answer only the option as (<option>), without any extra explanation.
How many clocks are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 0
(D) 3",B,B,(B) 1,True,67.20075400565504
Count,"Please answer only the option as (<option>), without any extra explanation.
How many benchs are in the image? Select from the following choices.
(A) 4
(B) 1
(C) 2
(D) 3
(E) 0",C,B,(B) 1,False,67.13747645951035
Count,"Please answer only the option as (<option>), without any extra explanation.
How many sports balls are in the image? Select from the following choices.
(A) 2
(B) 3
(C) 0
(D) 1",D,D,(D) 1,True,67.16839134524929
Count,"Please answer only the option as (<option>), without any extra explanation.
How many sheeps are in the image? Select from the following choices.
(A) 11
(B) 9
(C) 13
(D) 12
(E) 0
(F) 10",A,C,(C) 13,False,67.10526315789474
Count,"Please answer only the option as (<option>), without any extra explanation.
How many cars are in the image? Select from the following choices.
(A) 6
(B) 2
(C) 0
(D) 3
(E) 5
(F) 4",(F),B,(B) 2,False,67.04225352112675
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 1
(B) 3
(C) 2
(D) 0",A,A,(A) 1,True,67.07317073170732
Count,"Please answer only the option as (<option>), without any extra explanation.
How many baseball bats are in the image? Select from the following choices.
(A) 0
(B) 1
(C) 2
(D) 3",B,B,(B) 1,True,67.10402999062794
Count,"Please answer only the option as (<option>), without any extra explanation.
How many cups are in the image? Select from the following choices.
(A) 3
(B) 5
(C) 4
(D) 6
(E) 0
(F) 2",C,A,(A) 3,False,67.04119850187266
Count,"Please answer only the option as (<option>), without any extra explanation.
How many cups are in the image? Select from the following choices.
(A) 5
(B) 2
(C) 1
(D) 0
(E) 3
(F) 4",(E),B,(B) 2,False,66.97848456501403
Count,"Please answer only the option as (<option>), without any extra explanation.
How many bowls are in the image? Select from the following choices.
(A) 0
(B) 3
(C) 1
(D) 2",C,C,(C) 1,True,67.00934579439253
Count,"Please answer only the option as (<option>), without any extra explanation.
How many trains are in the image? Select from the following choices.
(A) 3
(B) 2
(C) 0
(D) 1",D,D,(D) 1,True,67.04014939309056
Count,"Please answer only the option as (<option>), without any extra explanation.
How many benchs are in the image? Select from the following choices.
(A) 3
(B) 4
(C) 2
(D) 5
(E) 1
(F) 0",A,C,(C) 2,False,66.97761194029852
Count,"Please answer only the option as (<option>), without any extra explanation.
How many bottles are in the image? Select from the following choices.
(A) 9
(B) 10
(C) 6
(D) 7
(E) 8
(F) 0",(E),C,(C) 6,False,66.91519105312209
Count,"Please answer only the option as (<option>), without any extra explanation.
How many microwaves are in the image? Select from the following choices.
(A) 3
(B) 1
(C) 2
(D) 0",B,B,(B) 1,True,66.94599627560521
Count,"Please answer only the option as (<option>), without any extra explanation.
How many clocks are in the image? Select from the following choices.
(A) 1
(B) 4
(C) 0
(D) 5
(E) 3
(F) 2",(E),A,(A) 1,False,66.88372093023256
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 8
(B) 5
(C) 9
(D) 6
(E) 7
(F) 0",(E),B,(B) 5,False,66.82156133828995
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 0
(B) 2
(C) 1
(D) 3",C,A,(A) 0,False,66.75951717734448
Count,"Please answer only the option as (<option>), without any extra explanation.
How many persons are in the image? Select from the following choices.
(A) 2
(B) 4
(C) 0
(D) 3
(E) 1",A,(E) 1,(E) 1,False,66.69758812615956
Count,"Please answer only the option as (<option>), without any extra explanation.
How many buss are in the image? Select from the following choices.
(A) 2
(B) 1
(C) 3
(D) 0",B,D,(D) 0,False,66.63577386468953
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the car (annotated by the red box) and the bird in the image provided, where is the car (annotated by the red box) located with respect to the bird? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.66666666666666
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the cow in the image provided, where is the person (annotated by the red box) located with respect to the cow? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.69750231267345
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bottle (annotated by the red box) and the person in the image provided, where is the bottle (annotated by the red box) located with respect to the person? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.72828096118299
